"gene","logFC","logCPM","F","PValue","FDR"
"FAM3A",-0.57660049046541,5.208813763099,6.8240634564615,0.0185276681869971,0.0670201533656982
"PEMT",-0.482296040874343,10.1421315630952,6.83985393594316,0.0186089080957881,0.067236073663315
"ACADSB",0.69740400526711,5.48565932704881,6.65751471190717,0.018613085630537,0.067236073663315
"PTAR1",0.594202217782997,5.51114428053551,6.80488277625124,0.0186805467357611,0.0674315785102866
"GNPTG",-0.535975636684392,6.46379316346926,6.78401629993316,0.0186930088504697,0.0674315785102866
"TUBB4B",-0.520885085509675,8.02927193366278,6.82618389769185,0.0187111613807045,0.0674505107151326
"TIMM13",-0.417739507703996,6.62924694091026,6.82650968189614,0.0187368659838263,0.0674966219830875
"TAB2",0.509263176805652,6.23048271713035,6.815180358756,0.0187985320044377,0.0676721258864985
"TMBIM4",0.41903662181295,7.77496437056038,6.80821639263477,0.0188678434387105,0.0678748917096628
"OXA1L",0.56672271280374,6.30497506940869,6.79875196528597,0.018905688467929,0.0679309374304676
"CXXC4",0.787742133259356,6.44220154309846,6.72120331611085,0.0189094153360112,0.0679309374304676
"GNE",-0.608337366191967,6.90216834737956,6.79138141935254,0.0189607296295144,0.0680684984707911
"TMEM51",-0.917722481926838,5.29495207964056,6.77626062113782,0.019025330157512,0.0682535351635657
"RBX1",-0.443482303774426,7.39688589281674,6.77269082300628,0.0191214842967786,0.0685514392450355
"ITGA3",-0.90681449265598,5.33419633922229,6.77244837907641,0.0191582127391085,0.0686360370029609
"SFT2D1",0.661903635395443,5.13772201347063,6.74923381220888,0.0191919916374422,0.0687099591019936
"MIF4GD",-0.683917029165642,5.66700299687846,6.76519663396819,0.0192297415562834,0.0687979870737122
"PRAF2",-0.375399344773512,7.18130513640426,6.72654316618853,0.0194625787464976,0.0695833783228065
"YIPF1",0.543836690529112,5.83255519224327,6.70603537469624,0.0194813796636009,0.0696029880394
"PGM3",0.573256025348876,6.40009988735219,6.71974733475846,0.0195013830165867,0.0696268640899581
"IFNAR1",0.499459816613059,5.97132988682201,6.57178823795483,0.0196906570436697,0.0701453211543528
"CYFIP1",-0.701056612439561,5.54405500128066,6.677936207007,0.0196928506608315,0.0701453211543528
"RPL32",0.279863144564893,10.347974013242,6.6951613509614,0.0196938384210414,0.0701453211543528
"CYB5R3",-0.377721152727522,8.41086148609303,6.69463142785226,0.019700273857775,0.0701453211543528
"KLHL12",0.669982294670199,5.73872527700779,6.6530089652651,0.0197142735166746,0.0701473843918709
"GBAS",0.595397298229361,6.46108666627092,6.76688308537005,0.0198035362674441,0.07041706399315
"TTC37",0.470195560645712,7.39091101999334,6.6464529940779,0.0198838746337844,0.0706546653370437
"PIM3",0.564062545139164,6.8609202603811,6.67005303463115,0.0199119519763607,0.0707063675138841
"TMBIM6",-0.262517861724208,10.3029335338984,6.63832560116197,0.0201402720604314,0.071468568947641
"GPRC5C",-0.445750268560005,6.45732769870731,6.63756598678088,0.0201792010315855,0.0714871913749963
"SLC16A9",0.686210672858894,6.00102036022728,6.5156041276771,0.0201821297759211,0.0714871913749963
"PCMT1",0.458216671566936,7.82865967333825,6.63472084968702,0.0201865495445752,0.0714871913749963
"GNB2",-0.455612747745523,7.34191403787222,6.62799457646261,0.0202313319109697,0.0715972727817458
"SYT17",-0.65530121270459,5.99001093888058,6.61424135890863,0.0202954953797549,0.0717757471921374
"MAP3K2",0.445804458170749,7.05562926568941,6.61570252265415,0.0203407339042937,0.0718870967665607
"SERP1",0.384328239805445,8.37686852039108,6.61122059803576,0.0203588529242324,0.0719025163749748
"POLR2E",-0.342051090116179,7.46562789830433,6.59280836856063,0.0205200236392921,0.072422797814031
"SPIRE1",0.670940968035178,6.27037434434087,6.58459490043805,0.0205469715796826,0.0724689746605946
"PPP3CC",0.608471791625782,4.78808098412174,6.48043553272155,0.020569027711819,0.0724978475048403
"DAD1",0.410095337582496,7.87195586029083,6.56889252588756,0.0207142990576096,0.0729606746456369
"NDUFV3",-0.427487216830448,6.54062866230318,6.5661970307038,0.020745007302412,0.0729886612808573
"SF3B3",-0.416293254438941,6.93108149307824,6.56635810104573,0.0207501723098056,0.0729886612808573
"HS2ST1",-0.654935508307941,5.55153071671755,6.55854707514257,0.0208124967100175,0.0731586552140294
"GTF3C3",0.505404008054905,5.80709675111089,6.49806666684131,0.0208459623306268,0.0732175046258433
"FBXO25",0.579863687394199,5.42093519909522,6.53793929768224,0.0208572535656937,0.0732175046258433
"LEMD2",-0.737599627610349,5.3263627822075,6.5532679999924,0.0209051299286447,0.073336318212769
"CRADD",0.611235152676261,5.62556053848511,6.43506153396097,0.0209557219471164,0.0734644927012593
"ANXA5",0.391019745675671,8.7212243889226,6.53519678820954,0.0209824659701539,0.0735089474705057
"HBS1L",0.515067033043428,6.3098573282453,6.43232418270122,0.0211272208995098,0.0739210010089529
"PNPO",0.603800917600289,6.50955070047749,6.49978015035175,0.0211283672292664,0.0739210010089529
"TAOK3",0.597637155885518,6.21045464202317,6.51854293643676,0.0211510260771077,0.0739507781304628
"NUS1",0.518465289613079,5.98396315494291,6.51376221178056,0.021237198704943,0.0741687721454186
"ALDH18A1",-0.563937311967022,6.53891044415354,6.50833294664967,0.0212417547162219,0.0741687721454186
"SGPL1",-0.491051410642648,7.09696919982156,6.49327198184396,0.0213804741517682,0.0746032966564036
"DVL1",-0.628768505025451,5.3079141856164,6.48554541974228,0.0214605311359489,0.0748326859557072
"TUBG1",-0.700985799219164,6.03880480940822,6.47930951816501,0.0215223803197527,0.0749794974964828
"MYL6B",-0.401796671705634,6.56589696631567,6.4747804321804,0.0215313230805856,0.0749794974964828
"GDAP1",0.541352970088838,6.76066489765717,6.40275984172815,0.0215590383410418,0.0750260275689917
"PTTG1IP",-0.447689542093439,7.65573503249462,6.46284325345922,0.0215977625101654,0.075110781530695
"SSR2",-0.39791010952076,8.70084723214504,6.45499164565924,0.0216614111594314,0.0752820452994334
"KCTD3",-0.774936692690773,6.04267646012588,6.42849093403144,0.0217529415343343,0.0755499172092792
"ARFGAP1",-0.661938460559901,5.02574240937548,6.42755330794361,0.0217827260266117,0.0756031267869187
"CSRP1",-0.689514497638308,6.5659473848447,6.43560460115874,0.0218187398511435,0.0756778720649816
"PVRL2",-0.717709501366466,6.28774940520784,6.52817289425418,0.0218431165241141,0.0757121817450558
"TWSG1",0.540330326482559,5.42459750220202,6.4000447112515,0.0219288088698693,0.075958836290793
"RORA",0.516601523155673,5.43439617315332,6.36009434944596,0.0220310723515868,0.0761889743662561
"TMEM141",-0.413067909855685,7.11866642710672,6.41399273832196,0.0220322813233969,0.0761889743662561
"LUC7L",-0.540625472250697,5.72298745531547,6.40274935191638,0.022038976323279,0.0761889743662561
"CRK",-0.632451890813377,5.68600676211748,6.40217735667936,0.0220673935459858,0.0762367918472359
"ECD",0.761655201134051,5.400196537987,6.32345104153726,0.0221559655730815,0.0764724561644215
"CTAGE5",-0.513734978799835,6.74245404243307,6.48985598045871,0.0221648691580445,0.0764724561644215
"LPCAT3",-0.448398967307357,6.83260970418739,6.38981491292864,0.0222521574455852,0.0767229729340856
"CLIP4",-0.685274485880952,5.66398956309396,6.30433382651046,0.0223198236344674,0.0769055492006335
"PPP4R1",-0.622816194554781,5.37534154853345,6.32944689259335,0.0223495092793852,0.0769329221120056
"COPE",-0.431520327693489,7.70467561257637,6.37631403753422,0.0223572046466686,0.0769329221120056
"PIK3C2A",0.653194095567741,6.22597575779094,6.29269779598912,0.0223988052315886,0.0770253650957328
"PPY",-0.617157469873859,7.36623180344958,6.35308865073365,0.0225789835391601,0.0775939164754699
"HELZ",-0.481713159990559,6.71954959020797,6.35188655084686,0.022598427520599,0.0776097113338836
"HSPB11",0.66584209214686,6.13536161461661,6.346295855396,0.0226174159946852,0.0776239221301508
"JMJD8",-0.67173065345523,5.55453133313794,6.33922561549011,0.0227461356168954,0.0780144690744831
"NDUFS6",-0.389845776895873,7.88526168254596,6.32177250252709,0.0228502171783273,0.0783200558630273
"SUMF1",-0.860318620077713,5.6750464721642,6.23820514550427,0.0229305330879795,0.0785438377790753
"BCL9",0.691143840244537,5.59115404065199,6.23054309858633,0.023077100421206,0.0789941086454771
"MTF1",-0.791611821033332,5.36858281993092,6.23240736025017,0.0231013732906961,0.0790254438419297
"ARID5B",0.522068638263031,7.0493940149505,6.29605249227325,0.0231290885248963,0.0790444584217426
"APLP1",-0.339089801081183,8.69204866946717,6.28925192272766,0.0231506592244083,0.0790444584217426
"ACBD5",0.538042640318824,5.58357641059895,6.27685349135252,0.0231522988030778,0.0790444584217426
"SPOP",0.425880023619111,6.77351786097813,6.28420708625771,0.0232166273789422,0.0792123441969524
"CUL5",0.519945845039798,5.85260075015992,6.26017063438536,0.0232664344315706,0.0793304975693538
"DDAH1",-0.702227128548311,6.67731628212926,6.2565523714991,0.0233344278307118,0.079510465626552
"RPS27A",0.239024904814033,11.2187933434227,6.26708173563113,0.0233562715367699,0.0795227324361488
"BTBD3",0.521755387770593,6.78068255777679,6.25767313615971,0.0233684555236129,0.0795227324361488
"SC5D",0.620800612208127,6.63326983763615,6.45466808520198,0.0234125431664156,0.0796209259146744
"RNF5",-0.697540134466695,5.00989135339854,6.1710616420772,0.023457906788473,0.0797233282076387
"TNFAIP1",0.84907211910571,5.30764815209617,6.19698101859876,0.023486266423682,0.079767845741771
"CC2D1B",0.584951741472345,5.25863157970942,6.14438894001291,0.0235261595916209,0.0798349374490166
"DPM1",0.541740961350508,5.67616346359174,6.22319868742617,0.0235459097044609,0.0798349374490166
"YIF1A",-0.445911889323634,7.84677778148462,6.24689834514272,0.0235518411223232,0.0798349374490166
"RPL15",0.30473726895125,11.4667252335742,6.23535801159943,0.0236574015567266,0.0801166343374287
"FKBP11",-1.53476799769953,6.54669527515802,6.83011005158682,0.0236655985109987,0.0801166343374287
"SHC1",0.589379438868768,5.93917215705278,6.2334706299692,0.0237520747775268,0.0803573429528367
"RAP1B",0.427105608453269,6.68975835695465,6.2103998848296,0.0239416613700454,0.0809463544509878
"FUNDC2",0.43066406325744,7.37374977207347,6.19442988991128,0.0240670825022376,0.0812970099663246
"CTNNB1",-0.415314333403109,6.83126753724766,6.18464118024999,0.0240764820026536,0.0812970099663246
"DRAP1",-0.513997768872617,6.01123419911559,6.15954348252877,0.0241133362528649,0.0813688886983377
"RPL18A",0.262709664747978,10.1846727044924,6.17862412739246,0.0242073534077605,0.0816334427499122
"ATXN3",0.626116613921494,5.34910539030177,6.09353971350985,0.024234609631379,0.0816726657274134
"SPAG9",0.513739899847221,6.3961910266397,6.16703584814406,0.0243409658808368,0.0819511070599655
"PLEKHF2",0.685144333240904,5.11618469623884,6.06391021075837,0.0243485879594656,0.0819511070599655
"AFF1",0.561291528090806,6.20105827891789,6.15912709722413,0.0244146471517774,0.0821205667067829
"COPS8",0.593873229786728,6.34229287933322,6.05573555223752,0.0244459320133011,0.0821729174492121
"PRPF4B",-0.499708546205104,6.18460249208501,6.15241933524188,0.0244761929307672,0.0822217612140874
"CHCHD1",-0.490917351805386,6.22879857612037,6.1486485471727,0.0245352887863689,0.0823673439218692
"UBE2G2",-0.422441622880467,6.58184017716713,6.14643048949467,0.0245542888502596,0.0823782206805566
"MAPRE3",0.464266349980761,6.54337106405601,6.14595177293765,0.0245818337359149,0.0824177324808385
"LRRC41",-0.716678715840292,6.60704622835443,6.14059529093125,0.0246210157711659,0.0824961855358233
"TRA2B",-0.438116166537073,7.07943867170726,6.12704356332461,0.0247377379918982,0.082834180963262
"TMC4",-0.654390452530301,5.50072160287073,6.09661800114502,0.024775244450714,0.0828942831713208
"DNAJC19",0.47996550483297,6.23034101790358,6.12275243522237,0.0247991705241234,0.0828942831713208
"CD68",0.516335286001974,6.40507022471115,6.12557739660032,0.0248032636081779,0.0828942831713208
"ABI1",-0.550478113286592,5.72080329141504,6.1087058397458,0.0248562975299327,0.0829782560534648
"COPS6",0.405077118639795,7.28082053759281,6.11061290798541,0.0248601394642674,0.0829782560534648
"FAM96B",-0.412298124694023,7.43094693135487,6.19131416196603,0.0249080512934504,0.0830851206833856
"POGK",-0.662726475086527,5.95312303105217,6.09869450601699,0.0249634636533199,0.0832168523698361
"PDIA4",0.554088764047033,6.84134140124147,6.10041866006713,0.0250169944597944,0.0833421478912336
"TMX2",0.440588513249137,6.79286523786254,6.09781452049857,0.0250412948696392,0.0833699670596205
"FAM131C",-0.74981069512492,5.30924489644215,6.08376661891711,0.0251583066505561,0.0836919690000094
"MIA3",0.535093731591153,6.35870716396956,6.08502912861249,0.025170035444426,0.0836919690000094
"JOSD1",-1.05498799832922,5.52419438887296,6.09171101174173,0.0251996041352019,0.0837370189540369
"USP14",0.509768335580715,6.46551761779144,6.08067801813409,0.025253819561101,0.0838638594954732
"ISCA2",-0.446269788927482,6.17795786954684,6.0739993058134,0.025289325929639,0.0839284486566496
"BAIAP2",0.532328077695191,5.64055461799431,6.05293141030924,0.0254590511128714,0.0844381092430069
"CARHSP1",-0.63789771046882,6.0204129736174,6.02247447696249,0.0257120364622479,0.0852230910514709
"PRRC2A",-0.625335222410776,6.51521713064648,6.00978928926916,0.0258314198408879,0.085564532007808
"ADAR",0.354292927390994,7.77824912574856,6.01458099372838,0.0259128883428534,0.0857800299987934
"RPH3AL",0.473936145645065,7.4409513380986,6.002268471385,0.0260231301991822,0.0860904440196996
"DNMT1",-0.637267389883265,5.84407255191482,5.90500797015446,0.0260739558542605,0.0862040273562427
"PUM1",-0.41912111511861,7.3710211765712,5.99482517818394,0.0261083231056606,0.0862630877833677
"NUDT9",0.482125598804146,6.49984995455705,5.9892680241132,0.0261360920781911,0.0863002863504138
"RAP1A",-0.422940203169129,6.47739824086047,5.99123071677164,0.0261661161863533,0.0863448796124171
"ATP6V0D1",-0.402139991946302,7.60655023881532,5.98194921787737,0.0262476789188707,0.0865593802580045
"HTATSF1",-0.438355331191769,6.64336448023094,5.97621499553745,0.0262853010511098,0.0866287948260725
"FOPNL",0.594645053612958,5.75915982844358,5.92459693562269,0.0263684897959529,0.0868482017413018
"MRPL33",0.435364332990593,7.37097827872981,5.96640123486439,0.0264227531422563,0.0869721225910412
"MINPP1",0.619560869989912,5.34339317680485,5.92974155858621,0.0265441001153955,0.0873008987734904
"ATG13",0.562961870489448,6.41413309633064,5.9482932647647,0.0265560415247465,0.0873008987734904
"APBB1",-0.596739951097571,6.67910735151182,5.9402089149632,0.0267219707040214,0.0877911633374732
"MAEA",0.498484337942526,5.73484402857519,5.88339802064862,0.0268847910333368,0.0882706047306856
"TNIP1",-0.572726036436654,5.04446185919575,5.89123958477343,0.0269195016782598,0.0883287301457148
"DNAL4",0.723915282630545,4.63328158768748,5.89947153839172,0.0269362915347751,0.0883287301457148
"CNBP",0.408357163181278,8.46874660328813,5.91425552941903,0.026989727340362,0.0884484669643086
"ADSS",0.621605380378328,4.92233419810268,5.88699650889646,0.0270340339531289,0.0885381550582737
"CD200",0.544551814193314,7.21962590822873,5.89554275302898,0.0272272286673145,0.0891150433588309
"GLTSCR2",0.484650073422558,7.29953508599516,5.96600728009273,0.0272625440067241,0.0891747919418942
"COBL",-0.512124965276018,5.53726976900658,5.87594939887467,0.0273626907278833,0.0894463942680714
"PTEN",0.579965277823341,8.6342974400661,5.88077604788558,0.0273842994874104,0.0894610833879339
"ANXA11",-0.40192157206805,7.93498467387901,5.87063481924859,0.0274627078891683,0.0896573036076163
"GSR",-0.444656569556053,5.78050978601748,5.8691548348322,0.027478668524852,0.0896573036076163
"PCMTD1",0.568572375275488,6.28645007121759,5.85997543820936,0.0275127672709255,0.0897125605272163
"CMTM8",0.39707298129048,6.83594281352298,5.86330655474222,0.0275778498221444,0.0898240165347904
"RPLP1",0.235805072970817,11.0488110106624,5.8599524875277,0.0275813174934644,0.0898240165347904
"MAPK10",-0.72974706970518,6.14897733501439,5.79961872734999,0.0276451389490151,0.0899459811047872
"RPS17",0.339825940778831,9.94222566239909,5.9123770339095,0.0276531837833161,0.0899459811047872
"PIAS1",0.433347339924492,6.80470185997039,5.84824837400592,0.0276935135355377,0.090021141324786
"TPPP3",0.683473742559897,7.39296383729605,5.85415498354852,0.0277308320558964,0.090086425827328
"FNTA",0.657480209253486,6.07872788427803,5.83907851480285,0.0277524063150493,0.0901005141669334
"EIF3G",0.444462357547318,6.61435887041891,5.82035792611495,0.028005265387542,0.0907856900443656
"STRN3",0.506368336970982,6.4393944958533,5.78817042397502,0.0280089051776249,0.0907856900443656
"GCLM",-0.417834088428661,7.25216809039317,5.82392657951408,0.028015557306593,0.0907856900443656
"RUVBL1",-0.709162464106593,5.25089411316167,5.7969151665929,0.0281463978868466,0.0911531733299549
"STX17",-0.664627335646253,5.74183486150881,5.73455839706885,0.0283514263194924,0.091760312923831
"SEPT8",-0.633236113850855,5.32498621011331,5.76837733960459,0.0284365238050778,0.0919787808967462
"UHMK1",0.444174902930586,6.47929340713723,5.7832285305368,0.0285462813383582,0.092276692984291
"DUSP1",-0.601115248311219,7.86143829559331,5.77645512772014,0.02858193246497,0.0923348337419026
"JTB",-0.310321729106024,8.21971375720734,5.76916279745302,0.0286423192060211,0.0924727625014651
