"gene","logFC","logCPM","F","PValue","FDR"
"PRCP",0.309428604968305,6.84669167765822,2.44844364424329,0.137010608678662,0.277112165355517
"TM2D1",0.309828318736771,6.78895704600112,2.44667653200958,0.137128389600322,0.277112165355517
"PPM1H",0.42034161742264,5.97051881266725,2.43011165995926,0.137172516642183,0.277112165355517
"NDUFB5",-0.255215902885932,6.9366236034527,2.44567281055461,0.137231286271548,0.277112165355517
"NDUFC1",-0.254891789345974,7.86610365986986,2.44459420094301,0.137256822339662,0.277112165355517
"UTP3",-0.493403946076003,5.15155522063554,2.44229132854038,0.137257202239417,0.277112165355517
"MRPS7",0.287119641371321,6.54557821515712,2.44289056616386,0.137369994976601,0.277205585235483
"GANAB",-0.255479430610599,7.40555124304856,2.44207737626077,0.137451393677727,0.277205585235483
"SLC25A13",-0.391421916663614,5.13753787673606,2.42167698295679,0.13746257450361,0.277205585235483
"CDK16",-0.307561195665623,6.39963835936658,2.43802591484396,0.137801837643517,0.27778257052166
"UQCRH",-0.209316286278051,7.92276361282627,2.43654321949153,0.137857466590753,0.277787578207349
"RPL36",0.160889639819631,9.94492490489582,2.43415520449677,0.138033692246536,0.278035494941289
"AP2B1",0.254383989490054,7.8243323869017,2.43201916645625,0.138203205712974,0.278269705801894
"TAF15",-0.432580284368833,5.68449565612102,2.4489219088303,0.138264847757203,0.278286622728879
"CD81",-0.266341782809722,9.49721480965129,2.42462803842044,0.138756435405724,0.279106783743047
"RPL22",0.16287875444638,9.50874106531652,2.42432219238399,0.138779133527488,0.279106783743047
"PYGO2",0.377895893353656,5.43311773411224,2.41537340111001,0.13928524004525,0.280016903737125
"PAIP1",0.312028182328651,6.37492224589343,2.41616425771947,0.139416953318684,0.28017393886842
"YIPF3",-0.228257972520972,7.66467938707534,2.41331445755908,0.139641520972789,0.280517382830427
"BAG1",-0.266426810617858,7.40336453906562,2.40703598154524,0.140113889826538,0.281358164473037
"RARS2",0.406027359815494,6.24857635341829,2.39733444241698,0.140303542394621,0.281630804952644
"ACTR2",-0.235547121707933,7.68830424459304,2.4034983129241,0.140386704416159,0.281689560070351
"DDX56",-0.332181512779759,5.54159148405983,2.40069345747611,0.140477762189633,0.28176410704728
"PSMD14",0.396104087848903,6.72695345985364,2.39790925561077,0.140688772647071,0.28207910035529
"LIPA",-0.380688118724954,6.33516937522345,2.3930464137704,0.141001438593997,0.282597591844641
"NF2",-0.378690131065043,5.60976272223292,2.38972063367912,0.141131666835052,0.282750181121816
"BRD4",-0.350222699346807,6.10162233386026,2.3895123969834,0.141501814949037,0.283349351846366
"SLC4A8",-0.445090761983397,5.63798631258901,2.37852326294997,0.141539153945066,0.283349351846366
"CYLD",0.366075624410292,6.27138687711928,2.38607728465764,0.141670991855656,0.283504699245603
"RNF167",-0.295558560446144,6.99513217893386,2.38345010514929,0.141954306745245,0.283813219899756
"C1D",0.291198822752185,6.60527891548965,2.38348629993644,0.141972073585016,0.283813219899756
"TCEB2",-0.228077443225496,8.16547807150847,2.39887788652231,0.141988056253656,0.283813219899756
"NCBP2",-0.28959567554846,6.50793326691798,2.38246255757933,0.142096980487866,0.283922368887643
"TATDN1",-0.385843363709293,5.19840886183347,2.37502130215184,0.142361391240183,0.28434199159818
"TMEM165",-0.338696694032251,5.74943986758063,2.37042929737744,0.142489000308304,0.284452294503049
"EMC1",-0.323979601339497,6.06238831366638,2.3746117945958,0.142527864915011,0.284452294503049
"ADGRL1",-0.713385548381882,4.39826638461805,2.43114861734837,0.142579875951404,0.284452294503049
"LATS1",0.465564596173346,5.95875691261952,2.37098375140546,0.142695280023675,0.284573914034242
"GOLGA4",0.211286311219015,8.54909174908138,2.36940618534866,0.143038976965395,0.285104757253018
"RPS7",0.158848050943849,10.3824940050708,2.36867531611745,0.143090341005294,0.285104757253018
"H3F3B",-0.235050287518422,10.1601831290192,2.36820648834098,0.143127468111562,0.285104757253018
"TM9SF1",0.408123397165632,6.0351451535059,2.36202778074579,0.1432338731245,0.285104757253018
"PHF10",0.350239235617386,5.66387075401008,2.36525238557535,0.143286289045372,0.285104757253018
"WRB",-0.260695865383146,6.54888116843655,2.36710919146586,0.143288731070151,0.285104757253018
"MANF",0.355969874143954,7.15051426556881,2.36268297059099,0.143576565930889,0.285568763364062
"ERGIC1",-0.328705040599442,5.54098004796965,2.36142248097127,0.143697517651704,0.285700618016529
"AQR",0.391891327877519,5.66708965691723,2.35543903541502,0.143837387537135,0.285869971352321
"FBRSL1",-0.328649760869508,5.43824229382586,2.35552374643676,0.144218528817713,0.286518529125878
"FAF1",0.36127244776479,5.69069586029382,2.34699517734354,0.144496219304221,0.286961146771719
"SUMO1",0.315211507916828,7.50683316362133,2.3501164080569,0.144603377485465,0.287062707906332
"PLEKHA5",0.532104163627748,5.29820137527002,2.33106796063754,0.144657197747327,0.287062707906332
"PSMA1",0.241319703179582,7.62870776404562,2.34540651569864,0.144975847781736,0.287585865789425
"KLF7",0.323437511125583,5.56057770765645,2.33773588159685,0.145121533228922,0.28774069041308
"AMFR",-0.44921630803835,5.98748943819482,2.34070215586045,0.145163994761678,0.28774069041308
"ADAM10",-0.381419410146416,6.03694120170153,2.32527419005374,0.145219628419403,0.287741849032684
"HILPDA",0.575461762216388,6.12430156908286,2.33036176416862,0.145373360448169,0.287937307716022
"NMT1",-0.27015179590431,6.76770247973838,2.33838226667499,0.14554820458293,0.288174418695067
"ANAPC16",0.261176055755221,7.93936237016916,2.3374309825514,0.145603435645309,0.288174614963284
"SAT1",-0.377405763985523,8.11173570002397,2.33640816283079,0.14567797843615,0.288183106186912
"MLLT10",-0.423711581954913,5.22233045501228,2.31419579209665,0.145717993046108,0.288183106186912
"KDM4B",-0.360629882013593,4.93558944496989,2.33019081751982,0.146010504837406,0.288652386076067
"DCTN5",-0.322393636149097,6.09617463619223,2.32647755449599,0.146359192557554,0.289232324952112
"PSMA6",0.325284600285208,6.54767131940862,2.28907945029145,0.146467597730926,0.289337163015702
"RBBP5",0.401406806169313,6.20580533464348,2.31151507677253,0.146704353749441,0.289668916228034
"RCOR1",-0.514180945781932,5.11399751587175,2.30570797982108,0.146746372713188,0.289668916228034
"GADD45A",-0.348299268922598,6.6632943267912,2.32197022929835,0.146870645425743,0.289804780536187
"CCNL1",-0.342886803551802,6.35056341444704,2.31776263314074,0.147269324516757,0.290481795943052
"HIF1A",0.304672798657046,6.85711545935277,2.30162856218408,0.147421665553276,0.290672593680487
"C2CD5",0.309837772134554,5.94572195328479,2.29683180617739,0.147822045240342,0.291352123103795
"TWISTNB",0.418828540938345,5.50404491099268,2.28628518802585,0.147908265670044,0.291412176651835
"GNPAT",-0.326960508494767,6.03046966920551,2.3033252357204,0.14827557432555,0.292025782592181
"HMGN1",-0.198787517671219,8.16943184459839,2.3026296560069,0.148425968687891,0.292211878844297
"SUN2",-0.382348705293109,6.0520739605045,2.30077871070633,0.14863130359278,0.29241272715056
"TRUB1",0.382207289348006,5.14224178426247,2.2833292982658,0.148639872974754,0.29241272715056
"LETMD1",0.263949511320137,6.22540645794927,2.29970300763143,0.148732407003046,0.292455258578312
"AP2A1",-0.386852165423955,5.53313113938754,2.27635247815957,0.148773394405918,0.292455258578312
"PHF2",-0.411985544589277,5.47904295683165,2.29671677746894,0.148841580273219,0.292479300785005
"ALDH9A1",0.23856803349542,7.46362526147544,2.29606633179862,0.149026111502769,0.29273186201615
"PRRC1",0.296671959357193,6.77664845474879,2.29381657734405,0.149221887462091,0.293006313209749
"DUT",0.293834728535171,6.62732188188529,2.29040064028611,0.149427682170006,0.293209299642157
"KLHL36",-0.520345512134523,5.19135080055506,2.29116700730608,0.149437454418731,0.293209299642157
"PFDN1",0.263415153233726,6.24286246275746,2.27348179009737,0.15002315251617,0.294164760503276
"POMGNT1",-0.472089846900423,5.77171746802603,2.27580350545359,0.150082224832741,0.294164760503276
"ADIPOR1",0.230505524711793,7.46144165479318,2.28280673497678,0.150093249715369,0.294164760503276
"CDC26",-0.348500711907102,5.52057099002605,2.27791235826568,0.15059803516728,0.294962607033643
"NGDN",0.398821110377152,5.78539557926575,2.27205970069058,0.150613200339161,0.294962607033643
"GNS",-0.221801814196083,8.1717318496781,2.26979608754007,0.151172513067485,0.295947088316008
"ABHD13",-0.318844763342351,5.3999340704012,2.26606381138074,0.15127410452225,0.295952537561534
"MSL2",0.391652153612698,5.11472754807666,2.25480551290162,0.151341782644545,0.295952537561534
"TBC1D5",0.350202325109639,5.79130033049834,2.2664603012614,0.151345156476369,0.295952537561534
"CDIP1",0.274492717564775,7.16537497302193,2.26355094050163,0.151730553742388,0.296494409459985
"AAAS",0.389606286959886,5.89717229284768,2.25976164258191,0.151775519162086,0.296494409459985
"TXNDC17",-0.292600004041709,6.65016868486695,2.26265124100606,0.151826309780588,0.296494409459985
"HIAT1",0.397800934311254,6.09325904902057,2.27697356319602,0.151849155179717,0.296494409459985
"CDK6",0.27071572838306,6.44108880800748,2.25945481884329,0.152130308117132,0.296932457254761
"DUSP3",-0.234576117304963,7.42529343907778,2.25450353122031,0.152483272724405,0.297510289858329
"NDUFB9",0.208493361956332,8.28009519980062,2.25277697954509,0.152614310467895,0.297584568437575
"EGR1",-0.420108270336001,8.96452443240488,2.25366783246334,0.152659600496546,0.297584568437575
"B4GALT1",-0.421496564877384,5.76566138258067,2.24944909483513,0.152692139381973,0.297584568437575
"ELP3",-0.438732073780331,5.37295609250382,2.2472955126094,0.15302945951421,0.298130818069615
"MITD1",0.483107856834166,5.41174899803987,2.23049914152223,0.153322530928099,0.298590487764967
"MVP",-0.36806252551301,5.9436345265807,2.23323490015942,0.154173122554537,0.300135162604308
"RBM6",-0.289906118052311,6.92514328523037,2.2304849513481,0.154235561765414,0.300144929764638
"SEC61A1",0.240148956175958,7.80354247102485,2.23257017131283,0.154352429149661,0.300260568353285
"USP16",0.318265895592552,6.37187441064895,2.23192489564604,0.154488843116999,0.300414130570146
"DEXI",0.417405661992974,5.5818030297481,2.22947090674185,0.154696146800182,0.300631087995214
"SHFM1",-0.269734240256603,8.04281006746333,2.2427797985047,0.154715444175842,0.300631087995214
"SLC25A25",-0.447867035107793,5.30983150114072,2.22572154861579,0.154919656639204,0.300916033167269
"NUTF2",-0.272426814419839,6.39584490225043,2.22416145373171,0.155134891929663,0.301222169434008
"RNF19B",0.335050638316031,5.0974409893411,2.21327134890211,0.155236015482114,0.301306592248426
"DHX8",0.374849915569865,4.96456956247557,2.21247038717259,0.155692550400013,0.302080534870404
"BET1L",-0.379217120439347,6.172993671706,2.21257130897123,0.156156842068717,0.302854853315647
"PLRG1",0.398914442781992,5.70346941357004,2.20570184554215,0.15624042281886,0.302854853315647
"FEM1A",-0.54984621918133,4.76256142994045,2.2114881103732,0.156265456168414,0.302854853315647
"NUMB",-0.304288413329408,5.8064290272199,2.20007810549759,0.156549975536016,0.303175548020984
"STIM2",0.360103190663142,4.9510842598056,2.19791363107408,0.156593927622643,0.303175548020984
"SNX12",-0.352469385872697,5.92282812567622,2.20761450569967,0.156604932017726,0.303175548020984
"MAPK6",-0.299658911862019,5.62713150762744,2.20467278821841,0.156789225242012,0.303419948293223
"SSR4",-0.235877695941129,9.9073424535377,2.19778439701253,0.157397061445606,0.304483508577418
"MUL1",0.408461177289025,5.26015301897798,2.18548706197508,0.157455814906323,0.30448447817808
"KCTD10",0.405507415581009,5.15698268924019,2.18632756724551,0.157560331071649,0.304573909212835
"MKL2",-0.41678704678331,5.28418141486404,2.18073376365989,0.158285919916545,0.305863402367387
"EID1",0.204875888011919,8.30903604670628,2.1864589419171,0.158423317582496,0.306015772728642
"CNST",0.377775442478387,5.27389073391198,2.17110929407388,0.158568818788088,0.306183677800272
"SUN1",0.308482872431845,6.84671530423162,2.1780422210472,0.159203399935675,0.307295484292384
"TSFM",0.38020379805025,5.45191549236641,2.17416400004588,0.159387641509371,0.307537542329082
"TMOD3",-0.346774808632584,5.54095594434014,2.17141129100601,0.159629218287528,0.307890008851996
"GNAQ",-0.339838634547475,6.07929921545557,2.15108374984436,0.159759904743518,0.30802841095329
"PPP2R2A",-0.274761908403594,6.06679176980776,2.16941526763127,0.160009580702112,0.308384049702616
"SAP30BP",0.375803761130203,5.65981188660466,2.16298640864662,0.160110478957218,0.308384049702616
"POLR3K",-0.368530963387827,5.42656584742729,2.16713164158257,0.160121352763133,0.308384049702616
"GGCT",-0.426792561903366,5.52203832846737,2.16402899509839,0.16031594072733,0.308645091043004
"RPS29",0.141781361374767,10.8690788180051,2.15803062193508,0.160972251336629,0.309794535249102
"DYNC1LI1",0.408794677333711,5.86363184314334,2.15698252370025,0.161071830168804,0.309872085495892
"DSTN",0.165580279617143,9.437286355638,2.15148623132233,0.161571525014202,0.31071904387389
"TBC1D23",0.342955774282608,5.77079083528565,2.14453419061199,0.161662069763499,0.310778829957267
"SDF2L1",-0.389114969590131,7.4443985636132,2.14958382953198,0.161753839232983,0.310840925614266
"SLC36A4",-0.356331925625927,6.44239440419372,2.14858241201177,0.161949329978558,0.311051029258255
"SPCS1",-0.219401870994503,8.6091375894749,2.14617235294104,0.162062227551564,0.311051029258255
"PARVA",0.334610397123422,5.28916554371476,2.14285909400646,0.162093633599704,0.311051029258255
"EPB41L5",0.391244645386921,6.23097997866846,2.13631510682117,0.16210120598804,0.311051029258255
"TCEB3",-0.341981679512089,5.64188275157614,2.15582927391312,0.162508574700948,0.311610197087744
"TMED1",-0.381671860670934,6.01982355606251,2.1421411731376,0.162511841833019,0.311610197087744
"TMEM101",-0.320893390149551,6.04649632251233,2.14072171556509,0.162651351486824,0.311635624891696
"PPP2R1B",0.38356692108977,6.15477021809609,2.13463860730982,0.162685627193144,0.311635624891696
"CD14",0.472644704148098,5.48781743389685,2.13203618720771,0.162703964095933,0.311635624891696
"P3H4",-0.485303082820705,4.73130986903198,2.18570629860336,0.162868924719012,0.311837314837463
"CXXC1",0.281525232287509,5.47554017345759,2.13287198647255,0.163126583017801,0.312122436421796
"PREX1",-0.474148798221339,5.55685323117693,2.12793349457779,0.163137267324344,0.312122436421796
"BCAP31",-0.194973651600828,8.1704595678897,2.13186939875933,0.163385686047595,0.312456843119081
"UBL7",0.317110587422331,5.75576486199465,2.1319405351216,0.163483852388669,0.312456843119081
"ATAD1",0.305308011000182,6.21853528979509,2.12770557029281,0.163491384337227,0.312456843119081
"TSPYL5",0.363968191972257,6.48388690968573,2.12844057998264,0.163703798416117,0.312559939002167
"EMD",0.408414446632702,6.07653552063764,2.12900496571053,0.163720407174298,0.312559939002167
"PPFIA1",-0.348885891670611,6.03407004348369,2.12587910419205,0.163734482545332,0.312559939002167
"CCDC124",-0.266590410423705,5.90036634407652,2.12835264094766,0.163784517491283,0.312559939002167
"TSR3",0.409609937934158,5.2780757036757,2.11668929780936,0.164047035654309,0.312835763552229
"MAGT1",0.279544230390238,6.82192657125656,2.1255593181256,0.164048752228173,0.312835763552229
"DCUN1D5",-0.513307289708066,4.81282023804014,2.11470216681058,0.164277187408048,0.313157132962023
"NKAP",0.310437790454674,5.60727328051887,2.10286990751167,0.164658571359202,0.313769723840521
"EIF3I",-0.323674770639204,7.35022832621761,2.11790546474066,0.164718822096381,0.313770146901524
"HDAC5",0.36395994806512,6.15621150657931,2.11517576563175,0.16500443244469,0.314199697044952
"SNRPD3",-0.264612225871688,6.92809518534306,2.11241946683575,0.165244093115372,0.314541469305918
"NDUFC2",0.21682104091745,7.86823414490365,2.10827481910145,0.16560306397545,0.315110016527002
"HINT1",-0.185693890424325,9.84319015945761,2.10709879084274,0.165703171090576,0.315185762478327
"NDUFA2",-0.195672198809225,7.61054225635631,2.10187102434226,0.166204163907759,0.315934558418651
"PGM1",0.289969322103297,6.66740540273514,2.10174727572187,0.166217722527509,0.315934558418651
"UCHL3",0.308800703975989,6.1727965722519,2.10006702755024,0.166363526762557,0.3160967482326
"RBPJ",-0.276504138155448,6.6885189088489,2.10017111953786,0.166435194165505,0.316118008685717
"CAST",0.268326533586861,7.43455805667393,2.09820210697831,0.166583364680573,0.31628450678727
"DPP6",0.313617417607828,8.10682858449169,2.09708493166109,0.166661416554185,0.316317801136066
"TMPO",-0.380177942341268,5.27798891537831,2.08845680613345,0.166907080801402,0.316669078529556
"UBALD2",-0.49604415509824,5.00903801981112,2.09353399765239,0.167012307528412,0.316753748712268
"CAMTA1",-0.365946578127309,6.67257571897598,2.09155580801587,0.16722350868689,0.317039274539853
"SEH1L",-0.302843644063846,5.63487818984839,2.08464249214582,0.167297690909382,0.317064913119413
"SLC39A9",0.302334900712877,7.84996089476757,2.08657230188693,0.167684908886722,0.317674692692455
"CMIP",-0.251874817331863,7.09151729651031,2.08546001766768,0.167811622135454,0.317674692692455
"TMEM50A",-0.249172863388353,6.78125788823452,2.08551351051844,0.167839100521643,0.317674692692455
"KLHL24",0.38573179262293,5.44277192796988,2.06085980639882,0.16786254088704,0.317674692692455
"PFKL",-0.27005222966572,6.1604484873025,2.0769533716871,0.168398982858695,0.318558206813047
"MED21",0.419001410848415,5.79349447706254,2.06944046116791,0.16845128824015,0.318558206813047
"YTHDF3",0.330490525441862,6.08693280937287,2.07569127373284,0.16858284329732,0.318691689661878
"SENP6",-0.245466210799041,6.57071902836409,2.07586930728027,0.168778255960809,0.318880853772562
"EFHC1",0.434420163830812,6.17347546219584,2.06895595085641,0.168804921061542,0.318880853772562
"PPP1R37",0.432067700336385,5.14300876807006,2.06631538707608,0.169607661900469,0.320281520503522
"GCK",0.380779125028558,5.58817609121833,2.06233093654101,0.169874048481391,0.320668707624496
"PDHX",0.448020097622311,6.23068961866774,2.05825990007907,0.170041482679376,0.320868891684151
"MCM3AP",-0.325534485144745,5.72384764313887,2.06074911987349,0.1702417928757,0.321130945998297
"LARP1",0.188619981778241,8.3818376452766,2.05933472485669,0.170309011647523,0.321141848442137
"GGNBP2",0.283952463353367,6.48696873746981,2.06966739843936,0.170548183287128,0.321476867667442
"MED1",-0.291572835632513,5.63207861993993,2.05656041250861,0.170625503049826,0.321506670671032
"RPL7L1",-0.304656701083224,6.89254375519878,2.05586790133818,0.170705387949491,0.321541283896213
"ATP2C1",0.246921220433406,6.86525948668638,2.05491615439347,0.170779612617289,0.321565214391415
"PDLIM5",0.274402460633928,7.40087585628832,2.05293333192889,0.170964242081725,0.321796936752314
"DNAJA1",0.309816344164685,8.01306781812221,2.05062719323317,0.171178065975708,0.321921580283589
"MRPS26",-0.29742498817592,5.95722122001524,2.05108642896133,0.171178532814059,0.321921580283589
"CDIPT",-0.254341756027243,6.88455687194353,2.05029409062366,0.171215227317462,0.321921580283589
"ADIPOR2",-0.417082074155468,5.6404378421025,2.04947110323418,0.171326737451456,0.32201541052095
"CRTC3",-0.42935244283322,5.67395477575575,2.04432066810992,0.171822375643959,0.322830897732198
"NT5DC2",-0.38851852968567,5.20061889097866,2.04383404081405,0.171897370831552,0.322855751827712
"MTG1",-0.399157009417005,5.55767343156698,2.04027316457109,0.172288013562789,0.323473220866631
"IMPA1",-0.395413459383403,5.69898340685617,2.0302042272448,0.172938653408543,0.324578219521168
"MPRIP",-0.375852705929172,5.11216096946768,2.02941468088565,0.173227502346632,0.325003644926721
"PURB",-0.352637759705958,5.80408853592076,2.02830500376107,0.173459492766347,0.325322127265769
"NPM1",0.17698473941082,9.26370393666114,2.02644844983502,0.173553073190015,0.325380887218153
"EEF1B2",0.187985967907337,9.1875948430534,2.02371445138931,0.173826140957075,0.325775990958276
"TCTA",-0.241394380519833,7.20698399886844,2.0184482587135,0.174386009424122,0.326708125899601
"THUMPD3",0.342524910805136,5.91817095551714,2.00924348976712,0.174955447509857,0.327657514917241
"RPL23A",0.157788485452553,10.5155214304652,2.01091367579334,0.17511573758657,0.32784024368374
"KRAS",0.304712494313399,6.21512892334463,2.00298856658233,0.175859744533045,0.329115246929547
"PSMC5",0.240028019456756,7.45296610129404,2.00164274790719,0.176091939289775,0.329431842042825
"RBM4B",0.443497211112278,5.24080972795959,1.99266284728228,0.176302256132205,0.32970729617282
"SNX2",0.314217238351391,6.82920254391706,1.99619883944611,0.176596635206867,0.330139703943596
"BABAM1",-0.309898611008784,6.49225055154655,1.99530490867235,0.176755565392193,0.330318677263136
"PNRC1",-0.224693277540913,7.65376966010359,1.98860983238078,0.177403238350958,0.331410552845052
"KCNJ11",0.430922137067037,5.93199600490607,1.98648092999504,0.177562400360735,0.33158937716526
"SCRN2",-0.505643791006489,4.86084844016476,1.97937342126984,0.177760635620941,0.331722387972836
"KIF1A",0.202223720221772,8.18721832666939,1.98423250428953,0.177849592911923,0.331722387972836
"SQLE",-0.292698096212032,6.21110998703734,1.98460637319241,0.17790008338831,0.331722387972836
"BLCAP",0.271186280495142,6.2443182697157,1.98367384190218,0.177933008303236,0.331722387972836
"FOXO1",-0.23158535049898,6.93808581683623,1.98382691015513,0.177950942390632,0.331722387972836
"ELK4",0.456780992141381,5.47171165120005,1.98002679588699,0.178119090343219,0.331810926800097
"FAM50A",-0.282168800125756,6.18840223354966,1.98225794532138,0.178125399005371,0.331810926800097
"TCTN1",-0.321583618305254,6.48226526243676,1.97945112148117,0.178389341376142,0.332095312097645
"ZSWIM7",-0.306220225879847,5.8267189982727,1.97990467417197,0.178405134182167,0.332095312097645
"GYLTL1B",-0.659354311652913,5.40752673756976,1.99019982421321,0.178558778475187,0.332262988640014
"NFKBIB",-0.363021361260944,5.14576582447046,1.97389486440894,0.178790316552062,0.332575439365704
"NFX1",0.306048846361995,5.9602923367694,1.95073776567811,0.179177943529178,0.333177912069375
"MICU1",-0.320031489486686,6.05645097788404,1.96821150402544,0.179603046018504,0.333849616478919
"KIF3A",0.410734517929785,6.68656106107999,1.9519648656328,0.179768382612807,0.334009827761783
"DERL2",-0.280767393861099,6.24203296255128,1.96626984790158,0.179817037559146,0.334009827761783
"JAZF1",0.346382133937521,5.7800406238255,1.95924296788045,0.180321255536019,0.334827425465992
"TMED4",-0.201810179745956,8.32394312499527,1.95823456017275,0.180586212462843,0.335200331158836
"CLPTM1",-0.278280602330223,7.16343064302051,1.95651774228431,0.180750091965841,0.335385420910703
"RANGAP1",-0.331318829342241,6.31803541466538,1.95152463514678,0.181305438647129,0.336226335306406
"SMIM4",0.271275612345147,6.43258429000463,1.95142720152475,0.181331937866608,0.336226335306406
"VAPB",0.230485799781078,6.39452730058932,1.94593951526092,0.181932047171249,0.337219436370255
"COPG1",-0.376136790517729,7.18104371245985,1.94374327252295,0.182107141763264,0.33742432825118
"TM9SF2",0.218365986523486,8.17763975743194,1.9421530851074,0.182275480941227,0.337566551843518
"LSM8",-0.376155463825839,5.27127914806387,1.96658297223477,0.182313062149273,0.337566551843518
"ELF1",-0.413473940393791,5.72017019753367,1.93893125299287,0.18247494879552,0.337746656286893
"DNALI1",-0.273245773696934,5.89288875719199,1.93998424082621,0.182560088856519,0.337784631664788
"TMEM57",0.349823147334108,5.14487315254986,1.94830913025543,0.182945276709777,0.338377551791226
"TOM1",0.327301835070994,5.65199845524063,1.93392301015786,0.183064063721726,0.338477488883431
"ST6GALNAC6",-0.325270032465769,4.97094563489381,1.93416290566779,0.183218036608926,0.338560125207826
"CALR",-0.255811564656388,9.24303462118886,1.9329623516508,0.183238300021607,0.338560125207826
"TMEM18",0.390926823778922,5.81651166857227,1.92420209482108,0.183482449714251,0.33887256290282
"MYL12A",0.268538051577023,7.00229255484636,1.93065373482487,0.183537062479029,0.33887256290282
"GM2A",-0.28535155203078,5.77149190460623,1.92938572295171,0.183652185512142,0.338965386183605
"TRIAP1",0.276861944919492,5.67133032377374,1.92944394507152,0.18374328547354,0.339013820391879
"ESRP1",0.323625181725914,5.6904311093787,1.92683961034439,0.183873769068105,0.339093055222781
"APEX1",0.300812751281187,6.68997644087115,1.92633190190654,0.183915976957449,0.339093055222781
"GID8",-0.491084723512655,5.88112448405104,1.92478345420293,0.184192153261431,0.339456879337733
"IDH3B",0.316119402548686,6.2281649113216,1.92216154088249,0.184243192401215,0.339456879337733
"ZFAND6",0.297882323197973,6.59182403487459,1.9206069831774,0.184484974807708,0.339782580450982
"HID1",-0.258965115900454,6.19694561729937,1.92144815570841,0.184550864548837,0.339784208875227
"VPS25",-0.268677167983516,6.4948717093182,1.92051002626537,0.184638722891043,0.339826269208268
"NDRG3",-0.304475729930483,6.09414950972675,1.91918569442665,0.1847701584448,0.339948475252012
"TADA3",-0.243803724906515,6.3269704383569,1.91809896743445,0.184912371701853,0.340090417623359
"NUDT21",0.277745555209529,6.36569301148384,1.91610993631813,0.185155048124919,0.340416966777683
"TCEAL3",-0.261078856403511,7.3438645157095,1.91142819126823,0.185585027614146,0.3410875314132
"GNB1",-0.18106481858046,8.67296278170555,1.90922962922795,0.185805131084285,0.341372028181918
"SEC24B",0.4036270137939,5.47384968870259,1.90124749882947,0.186003079102893,0.341615634037534
"HNRNPH1",0.2469678772464,7.97663660035694,1.90588438415838,0.186189671772522,0.341838220707753
"KRCC1",-0.315220724827426,6.09875609487623,1.90278596469537,0.18644935586278,0.342194797434955
"NUDT5",0.293603827790533,6.02100274150344,1.89837738093391,0.18694774604681,0.342989072862997
"MED13L",-0.442557934545272,5.39174499347625,1.89171927011203,0.187273846685524,0.343370750768969
"RBM26",-0.269292391979445,6.18575689750804,1.8948827588148,0.187427976479739,0.343370750768969
"RAB29",-0.321277786937555,6.06974125713749,1.91785156643782,0.18743836546783,0.343370750768969
"MIER1",0.272821291417768,6.76751111703955,1.89344926398184,0.187480845390686,0.343370750768969
"SDR39U1",0.29917159286999,6.02054051767707,1.89167973915073,0.187509965290398,0.343370750768969
"FEM1B",0.370784185431724,5.60144599434268,1.87761931907637,0.187549931785997,0.343370750768969
"FAM57A",0.408728044993322,4.98823491839813,1.88513069191602,0.187789253680338,0.343688525555717
"MAP2K1",-0.23416591188006,6.43410593663744,1.88216157277864,0.188826993718357,0.345438880540461
"SDK1",-0.409691177071737,5.2069842765023,1.86547130670716,0.18887781147592,0.345438880540461
"PREB",0.271637563619009,6.13366168072427,1.87998738740512,0.189118624672155,0.345758324995227
"DCTN2",-0.189066980006685,7.79108992183161,1.87630158690237,0.189447738593767,0.346014647338328
"API5",0.270130637133441,6.9847827177986,1.87679983866449,0.189474509544818,0.346014647338328
"CSRNP3",-0.331496417298195,5.71664427628011,1.86892028188873,0.189477801551328,0.346014647338328
"TJP1",-0.337170166146871,5.96088909939394,1.87441832159496,0.189567105010826,0.346014647338328
"TMEM65",0.419772526799494,5.19116456032971,1.87482634362352,0.189589812507552,0.346014647338328
"GABARAP",0.140204096096701,10.1833382779715,1.87220118510114,0.189897721299516,0.346399253788094
"COMMD8",0.432753879010691,5.7567674697181,1.86754543602796,0.189933089985972,0.346399253788094
"EBP",-0.325612672139491,6.27363743241434,1.86507899288961,0.190339733930168,0.347019807901286
"UBL5",-0.196380919690127,8.79419777562976,1.86702592915429,0.19048003893552,0.34715452005438
"WWP1",-0.496335391741615,5.21032773892828,1.86215373975179,0.190855800177747,0.347629150773755
"NFS1",-0.425781477472131,4.95544563938376,1.86036415221057,0.19087347670187,0.347629150773755
"TOM1L1",0.484710974787852,6.20946151824723,1.86955448301196,0.191038423549112,0.347808373351169
"EEF1G",0.23587189692015,8.45303247443217,1.84662114464289,0.191337662051553,0.348231880063881
"TMEM167B",0.241116504244363,6.21773581393675,1.85904268975703,0.191465124816826,0.348342571325288
"ZC3H15",0.276326541123772,6.98092168274967,1.85685442963221,0.191684619199932,0.348546210558924
"NUP50",-0.287405628576143,5.81596928816081,1.8544158717929,0.19172926483607,0.348546210558924
"ITCH",-0.357254737822528,5.86063495589675,1.84030645286564,0.191857497652539,0.348546210558924
"RASSF5",0.366475420918419,6.05734227313722,1.8661302889061,0.191861525198649,0.348546210558924
"RAD23A",0.183384944655285,7.50921159680446,1.85452990118844,0.19191046374375,0.348546210558924
