"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.00139094601312886,1.5266472750478,0.5,0.222,1,"6","Smim6"
0.000620704577186335,1.50386190925958,0.245,0.13,1,"4","Myl9"
0.00419453251359785,1.50332805762438,0.35,0.14,1,"6","Car8"
0.000168330920465767,1.48908978058384,0.216,0.118,1,"3","Pgap1"
0.00161879064084999,1.48811783398797,0.4,0.153,1,"6","Zfp667"
0.00586163238346891,1.48363489709922,0.35,0.137,1,"6","Brms1l"
0.0051611621567466,1.48272795144861,0.4,0.173,1,"6","Gps1"
0.000171283135507989,1.47825061212868,0.225,0.104,1,"4","Dand5"
0.00204598011767183,1.4695022059667,0.4,0.152,1,"6","Ago1"
0.00240223005154014,1.46440024144131,0.4,0.161,1,"6","Spen"
0.00220807736236313,1.45649554406264,0.55,0.295,1,"6","Snrpn"
0.000720172990334269,1.45522238301993,0.55,0.26,1,"6","Phf3"
0.00143222314960738,1.44260599471436,0.4,0.144,1,"6","Slc22a17"
0.00288954496887695,1.44193410506096,0.45,0.196,1,"6","Hint3"
0.0043032051350372,1.44165720115805,0.4,0.172,1,"6","Srf"
0.000942129287353293,1.42782846868309,0.5,0.216,1,"6","Efna2"
0.000701454829484795,1.42479390870034,0.55,0.245,1,"6","Arfgef1"
0.00141694924648398,1.41426913358048,0.45,0.187,1,"6","Tprkb"
0.00405764006217709,1.40664088794279,0.35,0.127,1,"6","Fam219a"
0.00200737937109258,1.38722382056858,0.45,0.182,1,"6","Gng4"
0.0064862824493288,1.38553667718847,0.55,0.328,1,"6","Card19"
0.000967706298387067,1.3814535178923,0.6,0.325,1,"6","Nck1"
7.80469239414927e-05,1.37988203048799,0.215,0.109,1,"2","Crot"
0.000124301736219848,1.37269467102548,0.55,0.196,1,"6","Naga"
0.000204479111821687,1.36926080255084,0.204,0.106,1,"3","Khdrbs3"
0.00026959661486952,1.36580699782789,0.6,0.25,1,"6","Creld1"
0.000427265074984154,1.36345534280016,0.55,0.21,1,"6","Sct"
0.00769204637389418,1.3521453932271,0.4,0.179,1,"6","Slc7a4"
0.00360039142885368,1.35160296212701,0.55,0.324,1,"6","Golim4"
0.000193198142166268,1.34724402122234,0.206,0.088,1,"4","Cbx2"
0.00197178736944431,1.34608760300905,0.45,0.189,1,"6","Cept1"
0.00143320276020574,1.34290748516155,0.5,0.213,1,"6","Tmem263"
0.000354176534385038,1.32649941341584,0.7,0.37,1,"6","Dtd1"
0.00076256696952739,1.32135580959528,0.5,0.202,1,"6","Cxxc4"
0.000621066881562059,1.31778100069205,0.55,0.221,1,"6","Samd14"
0.00509747931127442,1.31133666178343,0.4,0.161,1,"6","Pard6a"
0.000551680120299609,1.31015162323183,0.7,0.373,1,"6","Zdhhc20"
0.00141995465821431,1.30877452097782,0.284,0.165,1,"4","Olfm1"
0.000840320214622392,1.30581195659698,0.55,0.229,1,"6","Cep19"
0.00361852631906473,1.30469731965168,0.6,0.387,1,"6","Impa1"
0.00156631174293865,1.30178760633929,0.225,0.127,1,"4","Afm"
0.00106617678365624,1.30022087637797,0.219,0.15,1,"0","Prdm16"
9.52053863845815e-05,1.28971911635996,0.245,0.108,1,"4","Slc17a5"
9.49706113525851e-05,1.28733990604345,0.284,0.141,1,"4","Cdc42ep3"
0.000642895081057874,1.28459898747879,0.215,0.121,1,"2","Ibtk"
0.00378186972547679,1.28371888417928,0.5,0.25,1,"6","Baiap3"
0.0032614040438451,1.28066986837651,0.6,0.394,1,"6","Erlec1"
0.000395372086949435,1.27896920674836,0.7,0.396,1,"6","Irf2bpl"
0.00416337152595168,1.27511333455815,0.6,0.348,1,"6","Slc6a6"
0.00219110054808967,1.27425871007349,0.55,0.282,1,"6","Bcam"
0.000109136051357842,1.27173741238959,0.219,0.131,1,"0","Tmem87b"
0.00288742376550422,1.27169180856809,0.6,0.311,1,"6","Gm26699"
0.000646079663301987,1.27104170269823,0.55,0.23,1,"6","Ghr"
0.000184331981794259,1.27032183707109,0.65,0.269,1,"6","Casz1"
0.00869795092441982,1.26561494646006,0.6,0.391,1,"6","Cd320"
0.00451011052077032,1.26009459835322,0.222,0.149,1,"3","Usp11"
0.000367139105659664,1.25943469201504,0.6,0.265,1,"6","Isg20"
0.000399367003678403,1.24791254432958,0.206,0.094,1,"4","Arhgap17"
0.000428714680487158,1.24617998961213,0.6,0.271,1,"6","Nbr1"
0.00113001734704463,1.24364828484149,0.6,0.272,1,"6","Mllt11"
0.000148005046237363,1.2423364001723,0.75,0.393,1,"6","Chp1"
0.000807920181625867,1.2388714295597,0.265,0.149,1,"4","Kdsr"
0.000169263264902487,1.23804903846243,0.75,0.382,1,"6","Akr1c13"
0.00360927152650811,1.23566944985603,0.5,0.231,1,"6","Ift46"
0.00303652850341411,1.23209890621499,0.4,0.149,1,"6","Slc7a14"
0.009595328786002,1.23203262373944,0.45,0.227,1,"6","Pcmtd2"
0.000232572151109892,1.23131353828025,0.75,0.543,1,"6","Surf4"
0.00144769189015542,1.22655282281338,0.225,0.119,1,"4","Esrp2"
0.00316123513812759,1.22393811735474,0.7,0.406,1,"6","Kdf1"
0.000495323881595046,1.22316886737227,0.235,0.14,1,"3","Vegfb"
0.000110866228468718,1.21239829236547,0.216,0.115,1,"3","Gm2a"
0.00264140612481444,1.20947133087172,0.65,0.367,1,"6","Ankrd54"
0.000118387289296683,1.20925401307654,0.255,0.121,1,"4","Gprc5c"
0.00173004768042717,1.20853610945361,0.5,0.202,1,"6","Camk2b"
0.000330693989815383,1.20847079304935,0.265,0.163,1,"3","Sgce"
0.00716902537053376,1.20756480789385,0.55,0.322,1,"6","Ss18"
0.000232948676832547,1.20563163865611,0.204,0.106,1,"3","4930481A15Rik"
7.7983264906167e-05,1.19738005420047,0.85,0.54,1,"6","Mrpl36"
0.000138218499483718,1.19353552005223,0.254,0.166,1,"0","Cald1"
0.000100396642331851,1.18907297268899,0.25,0.16,1,"0","Camk2g"
0.000240555614790409,1.18805406411336,0.253,0.147,1,"3","Gpc4"
0.000234697714511399,1.181472910754,0.9,0.754,1,"6","Meg3"
0.00877430274344876,1.18061940791036,0.6,0.367,1,"6","Fkbp9"
0.00631576505915614,1.1752588934337,0.65,0.488,1,"6","Tshz2"
0.000346015055220913,1.17266359307127,0.7,0.34,1,"6","Pak3"
0.000125664605757663,1.16990743902415,0.227,0.12,1,"2","Far1"
0.0059666889413664,1.16940407629475,0.7,0.446,1,"6","Wdr6"
0.00035481501462871,1.16610609569403,0.7,0.309,1,"6","Pnmal2"
0.000380694820717583,1.16561866061124,0.216,0.097,1,"4","Rab15"
0.000299961055555667,1.16417584643569,0.21,0.128,1,"0","Ppme1"
0.000149751938117252,1.16143589673774,0.255,0.121,1,"4","Tpcn1"
0.00460209707032342,1.15986508879352,0.5,0.235,1,"6","Sh2d3c"
0.000904709662967416,1.15970754884355,0.25,0.176,1,"0","Ccng2"
0.0003446662614274,1.15855767635386,0.209,0.112,1,"2","Braf"
0.00044274150750572,1.15615741344155,0.247,0.138,1,"3","Fhl2"
0.00109831516696593,1.15614152172995,0.223,0.154,1,"0","Golga1"
0.000511996504757552,1.14912699652555,0.216,0.101,1,"4","Rnaset2b"
0.00997311403123347,1.1485104483337,0.6,0.383,1,"6","Zdbf2"
0.00109392708592625,1.14585835183406,0.225,0.115,1,"4","Rbmx"
0.00116522220152438,1.13647695517325,0.219,0.152,1,"0","Mbip"
0.00014751589226849,1.13641498491089,0.227,0.118,1,"2","Tmem208"
0.00043554603991522,1.13307283330739,0.205,0.125,1,"0","Atg13"
0.00358955662388384,1.12605669660232,0.65,0.426,1,"6","Aip"
0.000176208498793919,1.1255744286342,0.277,0.185,1,"0","Slc29a1"
0.00101550192341801,1.12259128463966,0.209,0.12,1,"2","Srm"
0.00319987902670029,1.12228338839786,0.225,0.127,1,"4","Tjp2"
0.00579585659376545,1.12137521532139,0.206,0.116,1,"4","Rhod"
0.0056537300255113,1.12134381733922,0.6,0.326,1,"6","B630019K06Rik"
0.00290970439281897,1.11833399557464,0.201,0.136,1,"0","Cdkn1b"
0.00640669425878164,1.11668041393081,0.55,0.31,1,"6","Mrps6"
0.000105147282281827,1.11573401723128,0.245,0.134,1,"2","Rab4a"
0.00528207408479817,1.1155768593872,0.55,0.319,1,"6","Mapk8ip1"
0.00553690999672527,1.10926686013089,0.6,0.4,1,"6","Stt3a"
0.000814936266542137,1.10839803839791,0.246,0.174,1,"0","Tgfbr1"
0.000418238359568871,1.10654359092613,0.241,0.164,1,"0","Cog1"
0.00170014307135633,1.10572387730679,0.219,0.15,1,"0","Ppm1d"
0.000131075585513398,1.1043678156114,0.27,0.148,1,"2","Cyfip2"
8.76652708836248e-05,1.10103097274615,0.309,0.195,1,"3","Serpine2"
0.000154993581299739,1.09107999887913,0.307,0.189,1,"2","Rpia"
7.16454584366266e-05,1.09073099939827,0.228,0.114,1,"3","Pgf"
0.00129048386753474,1.09032084920632,0.206,0.099,1,"4","Tbc1d22b"
9.66607600883489e-05,1.08913761151676,0.392,0.231,1,"4","Mtfr1"
0.000404258151008488,1.08888885175519,0.284,0.151,1,"4","Cdc42ep4"
0.00492572238809014,1.08619786403719,0.65,0.408,1,"6","Pja2"
0.000173303194124232,1.08503091355206,0.239,0.127,1,"2","Nudt18"
0.00570304803836755,1.08478003539654,0.65,0.431,1,"6","P4hb"
0.000470553372672765,1.08454868242871,0.95,0.727,1,"6","Mid1ip1"
0.00706846608528424,1.08369992837883,0.5,0.259,1,"6","Ptgr2"
0.00123052627568901,1.08366146675862,0.219,0.15,1,"0","Zfp68"
0.00166981106580784,1.08010015084442,0.206,0.105,1,"4","Fzd2"
0.00421850795546572,1.07232411798557,0.21,0.15,1,"0","Eps8"
0.00279012112500402,1.07214293833948,0.235,0.125,1,"4","Rhou"
8.60439286676882e-05,1.07028433858134,0.309,0.185,1,"3","Sesn3"
0.000298686813020628,1.06837760490785,0.299,0.219,1,"0","Svip"
0.00774742056839378,1.06775933011616,0.65,0.448,1,"6","Ndn"
0.000489258092417424,1.06364535532164,0.221,0.124,1,"2","Fbxo16"
0.000211581284869502,1.05500169790658,0.29,0.186,1,"3","Abhd14b"
0.000110580709172383,1.05471632857296,0.353,0.202,1,"4","Xrcc5"
0.00112203615467296,1.05158411698987,0.232,0.159,1,"0","Coq10b"
0.000487126382681026,1.05135157676872,0.278,0.171,1,"3","Rcan2"
0.000449566004102503,1.05025788011872,0.357,0.302,1,"0","Armcx3"
8.97591709216795e-05,1.04973883280005,0.272,0.179,1,"0","Mtfp1"
9.96791269661944e-05,1.04693877727394,0.324,0.165,1,"4","Cog1"
0.000323044453504203,1.04642584535656,0.275,0.147,1,"4","Gstm2"
9.00629830183432e-05,1.04629351484043,0.353,0.269,1,"0","Rhobtb3"
0.000649922279006531,1.04436874911354,0.21,0.118,1,"3","P4ha1"
0.000290255043328522,1.04238141443929,0.319,0.211,1,"2","Slc25a1"
0.000879758665407818,1.04165497852032,0.25,0.174,1,"0","Sbk1"
0.000412813587174564,1.03883427844419,0.321,0.25,1,"0","Rnf220"
0.00229679921129564,1.03752656240027,0.205,0.139,1,"0","Rfwd3"
0.000333143692649964,1.03734340175747,0.27,0.161,1,"2","Psen2"
0.00904810985390794,1.03724590305097,0.232,0.181,1,"0","Mapre2"
0.000493813922620102,1.03574087056784,0.253,0.151,1,"3","Nomo1"
0.00192034563154823,1.03394898465362,0.222,0.14,1,"3","Bbs4"
0.000145312511501156,1.03233770887035,0.272,0.153,1,"3","Pde3b"
0.000754848797496372,1.03129101308084,0.255,0.132,1,"4","Sertad2"
0.000339742089831221,1.03081210714476,0.235,0.109,1,"4","St6galnac4"
0.00606645015347972,1.0294193384888,0.228,0.172,1,"0","Ubr7"
0.00154337947810083,1.0271560615154,0.333,0.205,1,"4","Msrb2"
0.000374710509440149,1.02581540821582,0.209,0.11,1,"2","Pknox1"
0.00865119569531479,1.02521279145861,0.255,0.165,1,"4","Rell1"
0.000202397520497961,1.02336681059777,0.232,0.143,1,"0","Acadsb"
0.00278751584752537,1.02328388958769,0.6,0.315,1,"6","Abhd14a"
0.000509307343043425,1.01565521182735,0.222,0.127,1,"3","Crtc1"
0.00123016577167254,1.01520998822474,0.7,0.432,1,"6","Ccdc28b"
0.000265299439729451,1.01337947781966,0.286,0.207,1,"0","Fam135a"
0.00276363874537321,1.01307957536715,0.223,0.156,1,"0","Rfx3"
0.000719361903977354,1.01268042415396,0.277,0.195,1,"0","Slc24a5"
0.00397468279509296,1.01171773339896,0.241,0.184,1,"0","Prpf6"
0.00381160123996765,1.01028987010542,0.232,0.172,1,"0","Eif2b3"
0.000136569424226954,1.00885338762302,0.233,0.121,1,"2","Nbea"
0.000319642486136203,1.00574079853996,0.319,0.207,1,"2","Igf2bp1"
0.000311273975314902,1.00353400094869,0.353,0.209,1,"4","Aamdc"
0.00254769790991281,1.00259008968832,0.204,0.118,1,"3","Stx1a"
0.00468178075116262,1.00227756096087,0.206,0.112,1,"4","Trim25"
0.00754270602928434,1.00198389450618,0.55,0.296,1,"6","Tcta"
0.00332442637469286,1.00158224344998,0.205,0.143,1,"0","Borcs6"
0.000317930142900806,0.999435638898422,0.441,0.291,1,"4","Ncor2"
0.000243669343026329,0.998578826909866,0.309,0.196,1,"3","Abhd8"
0.00023526955987361,0.995514584959763,0.9,0.771,1,"6","Tmed10"
9.92574264824168e-05,0.99325479389553,0.204,0.076,1,"5","Wwp1"
0.000954945905281272,0.990566931249291,0.233,0.135,1,"2","Bcor"
0.000171899083204054,0.989691009955362,0.363,0.217,1,"4","Col9a1"
0.000205678516829517,0.987654709091254,0.237,0.099,1,"5","Dok1"
0.00154056194408411,0.985080368818935,0.216,0.13,1,"3","Arxes1"
0.00154140224551746,0.984745361437944,0.85,0.691,1,"6","Hist3h2ba"
0.0028917389999468,0.982595686754746,0.202,0.121,1,"2","Wwp2"
0.00269228074626579,0.981743143421843,0.45,0.173,1,"6","Cer1"
0.000211717334909514,0.98117974117325,0.8,0.411,1,"6","Insm1"
0.000519510477105235,0.980866402845015,0.259,0.175,1,"0","Aacs"
0.000120644552417793,0.978083328804488,0.302,0.186,1,"3","Phactr4"
0.000209487283523349,0.978068430597419,0.288,0.168,1,"2","Spa17"
0.000184712677534171,0.978017608484046,0.29,0.175,1,"3","Fkrp"
0.00313466519372483,0.977899593147894,0.235,0.153,1,"3","Casd1"
0.000238130567381598,0.975177597012732,0.333,0.186,1,"4","Scarb2"
9.01087408086787e-05,0.974530711710701,1,0.707,1,"6","Zbtb20"
0.000504755408126596,0.972271084050534,0.246,0.164,1,"0","Rev3l"
0.00950337151238306,0.971744394172792,0.206,0.12,1,"4","Nubpl"
6.56320667849429e-05,0.971515800416466,0.537,0.444,1,"3","Gm1673"
0.00848205038467031,0.970375993770362,0.8,0.746,1,"6","Tmed3"
0.00209211802710951,0.968596458893452,0.204,0.116,1,"3","Ccdc189"
0.00112942997847091,0.968105911651257,0.389,0.305,1,"3","Zfp148"
0.00190662015336391,0.967406475666846,0.294,0.169,1,"4","Trib1"
0.00131333532005367,0.966505213783986,0.304,0.182,1,"4","Mcm4"
0.00119149672850358,0.966202624460733,0.227,0.131,1,"2","Cpd"
9.20564455288551e-05,0.96565756298469,0.259,0.135,1,"3","Kcnk16"
0.000197264495880513,0.963694102725665,0.95,0.821,1,"6","Nenf"
0.000443576060648447,0.963426705909482,0.264,0.152,1,"2","Ankrd13a"
0.000187220809845225,0.962852241651726,0.512,0.42,1,"3","Fam213a"
0.00343660275978899,0.962255079585741,0.235,0.151,1,"3","Nkiras1"
0.00560338961286482,0.962156178676263,0.221,0.142,1,"2","Shoc2"
0.000141303250681048,0.956113891269153,0.358,0.235,1,"3","Neu1"
0.000404056958902011,0.954861413130307,0.21,0.109,1,"3","Jam3"
0.00356850082691417,0.95457181832872,0.259,0.193,1,"0","Wbscr27"
0.00268965791218109,0.954283091810439,0.216,0.129,1,"3","Slc35g2"
0.000347143181389658,0.95247667436722,0.286,0.2,1,"0","Zfp36"
7.54523593182527e-05,0.951763709412785,0.269,0.111,1,"5","Rhod"
0.000697201371809303,0.950761343230937,0.275,0.144,1,"4","Ago1"
0.00072713073047027,0.950676455180793,0.29,0.22,1,"0","Ubxn2a"
0.00117947768729765,0.949732444384649,0.252,0.153,1,"2","Ecsit"
0.000137733164852486,0.949659814471143,0.33,0.246,1,"0","Fam110a"
0.000931990008821356,0.948926426183513,0.239,0.138,1,"2","Dach1"
0.000673521580130549,0.948429707925258,0.202,0.107,1,"2","Slc25a38"
0.00621739934774697,0.944400369808463,0.21,0.133,1,"3","Lyrm4"
7.83409830910058e-05,0.943867851912313,0.331,0.202,1,"2","Ctso"
6.85495379157511e-05,0.943600200923407,0.471,0.301,1,"4","Ctsh"
0.0088099623951331,0.941931364326405,0.206,0.114,1,"4","Srxn1"
0.000711778374141472,0.941866607177525,0.309,0.209,1,"3","Nmt2"
0.002307057166113,0.94133286406918,0.21,0.125,1,"3","Grik5"
0.000144335817650476,0.940882042441668,0.522,0.456,1,"0","Gch1"
0.000522598995219266,0.9385277485179,0.29,0.185,1,"3","Adgrl1"
0.00163659993398031,0.938102639312707,0.21,0.12,1,"3","Smim24"
0.00281999426562555,0.938048371035762,0.228,0.163,1,"0","Safb2"
0.000353561076926755,0.937609260814508,0.252,0.14,1,"2","Slc39a6"
0.000884599518842059,0.936238398777468,0.232,0.154,1,"0","Numbl"
0.00248463036837373,0.936233165157899,0.225,0.124,1,"4","Aif1l"
0.000257824891515295,0.935170435757595,0.27,0.153,1,"2","Pi4k2b"
0.000793192245184492,0.934310313021918,0.85,0.479,1,"6","Shisa5"
0.00288088974979708,0.934245341153295,0.259,0.199,1,"0","Fbxl15"
0.00613875267027994,0.933854155873059,0.314,0.203,1,"4","Map4k4"
9.26040495523802e-05,0.933840497166714,0.228,0.118,1,"1","Enpp5"
0.00044439305362599,0.933778845572233,0.264,0.154,1,"2","Aida"
0.00276245627491467,0.931892797485802,0.216,0.114,1,"4","Ctsc"
0.000848465043223723,0.931178483959838,0.29,0.22,1,"0","Tmod3"
0.00720801608337844,0.929772313953846,0.259,0.207,1,"0","Msrb2"
0.00931057677865104,0.929656807972807,0.259,0.213,1,"0","Acvr2b"
0.00176197670113204,0.929001773609021,0.314,0.194,1,"4","Fxyd2"
0.00632323265103551,0.927897318880745,0.21,0.15,1,"0","Sel1l"
0.000255430534986124,0.927688918527024,0.227,0.116,1,"2","Yod1"
0.000138599282435524,0.927028523698607,0.353,0.27,1,"0","Wipi2"
0.00286516267843729,0.926516945301445,0.205,0.138,1,"0","Tmem38a"
0.00108199939203821,0.925590502726532,0.247,0.157,1,"3","Pgm3"
0.0020764949325117,0.924624362518638,0.29,0.226,1,"0","Stx16"
0.00323885601185065,0.92447192312377,0.314,0.203,1,"4","Pdlim1"
0.00331900731889852,0.923988079010712,0.235,0.131,1,"4","Nxn"
0.00223092947491432,0.921526724146841,0.201,0.13,1,"0","Kif1a"
9.39209404180971e-05,0.921410028184132,0.209,0.106,1,"1","Chaf1b"
0.0039153317740862,0.919373391407768,0.265,0.155,1,"4","Mapk7"
0.0036723801357081,0.919002555143806,0.25,0.193,1,"0","Gtf2h1"
0.000456801387097644,0.918211131826105,0.95,0.613,1,"6","Eid1"
0.000225528386464885,0.917945871530645,0.366,0.297,1,"0","Eif1ad"
0.00010361840712478,0.91722138215296,0.676,0.572,1,"4","Ccnd3"
0.00245898345057914,0.916847613181565,0.227,0.137,1,"2","Tns3"
0.000822370660892936,0.916829625529364,0.353,0.211,1,"4","Fam222a"
0.00744500946871515,0.916756520492375,0.21,0.136,1,"3","Rc3h2"
0.0026243605513323,0.9161143769862,0.75,0.54,1,"6","Dynlt1c"
0.0064174912017886,0.916097526231284,0.209,0.134,1,"2","Lyrm4"
0.000352276919268696,0.915404322816908,0.281,0.197,1,"0","Dhx40"
0.000164813877765904,0.915014778661217,1,0.875,1,"6","Tsc22d1"
0.000608214029763123,0.912638467012995,0.25,0.166,1,"0","Trp53inp2"
0.000728440002550195,0.912301392135892,0.246,0.167,1,"0","Meis3"
0.00102518144956597,0.909207653969049,0.7,0.309,1,"6","Cnih2"
0.0036456656566382,0.908953417164508,0.221,0.14,1,"2","Aftph"
0.000104036490781379,0.908891577320412,0.29,0.126,1,"5","Cers4"
0.00431475180798632,0.908365996329602,0.222,0.142,1,"3","Pank3"
0.00345155541569269,0.907263278790073,0.235,0.129,1,"4","Slc25a20"
0.000132874576696084,0.906433455047817,0.325,0.196,1,"2","Gmds"
0.00030781356208593,0.905807433652326,0.284,0.176,1,"3","Chd9"
0.000171753087289178,0.904600180027608,0.356,0.235,1,"2","Oat"
0.00299282540898438,0.904528059295256,0.216,0.133,1,"3","Snx18"
0.000913206965438419,0.903877104865543,0.8,0.401,1,"6","Scgn"
0.000122834482309209,0.903147949153846,0.2,0.102,1,"1","Haus8"
0.00113496840158572,0.903107680765996,0.295,0.226,1,"0","Ccdc88a"
0.000885251391104345,0.902568539732505,0.308,0.241,1,"0","Zfp329"
0.00196806300391174,0.901254014113404,0.202,0.115,1,"2","Rfwd2"
7.75442051123898e-05,0.900824793978955,0.209,0.103,1,"1","Fto"
0.00281825247002511,0.900437780960803,0.216,0.132,1,"3","Nudt18"
0.000169801513629079,0.900342915213127,0.304,0.152,1,"4","Pcmtd1"
0.0074339305314715,0.899261614958076,0.235,0.162,1,"3","Scarb1"
0.0026864733640991,0.89923682311209,0.222,0.138,1,"3","Phf8"
0.00206929087276911,0.899190174926189,0.241,0.155,1,"3","Tm7sf3"
0.000733410541325037,0.898476336645536,0.373,0.233,1,"4","Il10rb"
0.00085327597894203,0.897095599396648,0.308,0.24,1,"0","Cmtm4"
0.00636566656413028,0.896670285712363,0.223,0.167,1,"0","Tbc1d10a"
0.0029773381915711,0.89317475689652,0.295,0.241,1,"0","Kin"
0.00119646273555073,0.892806074150557,0.295,0.232,1,"0","Aggf1"
0.00865100766669783,0.892598560808276,0.245,0.145,1,"4","Trp53bp2"
0.00252426568588308,0.89156479768371,0.371,0.327,1,"0","Tubb2b"
0.00755392023521381,0.891535175429858,0.7,0.471,1,"6","Dnajc3"
0.000207031624911749,0.891362241963245,0.265,0.144,1,"3","Zfhx2"
0.000239704881788503,0.890904557384923,0.382,0.22,1,"4","Trim47"
0.00793441623653218,0.889458665709033,0.255,0.158,1,"4","Ovol2"
0.00739870777520036,0.888400152787234,0.343,0.241,1,"4","Parva"
0.000113534660110277,0.888283637465005,0.433,0.358,1,"0","Cd200"
0.00425372535264674,0.888198775688387,0.245,0.14,1,"4","D630039A03Rik"
0.00197467583030556,0.887082403739479,0.304,0.187,1,"4","Mmgt2"
9.12980739306926e-05,0.885737992903428,0.282,0.152,1,"2","Prodh2"
8.37846752033643e-05,0.88283764775109,0.598,0.418,1,"4","Tmem70"
0.000219979944202591,0.882587515587968,0.259,0.142,1,"3","Mcf2l"
0.00411205464954147,0.881384581916178,0.215,0.13,1,"2","2510046G10Rik"
0.00837450651413363,0.88116949072198,0.294,0.193,1,"4","Thoc1"
0.000732765331792366,0.880573729223031,0.205,0.115,1,"1","Nqo2"
0.00013145802043813,0.879928052667785,0.348,0.25,1,"0","Ppp2r5b"
7.90745533152502e-05,0.878648255332829,0.288,0.161,1,"2","Mtmr7"
0.000191955251575798,0.877605993735999,0.344,0.264,1,"0","Rbm18"
0.0016740843899193,0.877303528951148,0.216,0.125,1,"3","Ftsj1"
0.00494171567344026,0.875933907023317,0.265,0.192,1,"3","Adi1"
0.000600050421194422,0.872972362184716,0.9,0.663,1,"6","Tusc3"
0.00549258512671555,0.872420921135045,0.221,0.138,1,"2","Skiv2l"
0.00381711437996028,0.872355339475426,0.214,0.146,1,"0","Mcf2l"
0.00182878892815341,0.871666227928072,0.321,0.229,1,"3","Taok3"
0.00235277911649296,0.871467757953141,0.286,0.221,1,"0","Tmem86a"
0.000237235879922293,0.871357184674966,0.233,0.13,1,"1","Src"
0.000274968229415452,0.869881502274001,0.33,0.253,1,"0","Kif1b"
0.00215498538232978,0.868657969813784,0.209,0.119,1,"2","March8"
0.000119363990651093,0.867187978028448,0.362,0.222,1,"2","Trappc2"
0.000177938471590752,0.866806629039221,0.461,0.304,1,"4","Ptrh2"
0.00154757466846149,0.865336409260843,0.362,0.318,1,"0","Sms"
0.00192650171901245,0.864817861302336,0.382,0.255,1,"4","Borcs8"
6.88426688114493e-05,0.864412675552876,0.237,0.09,1,"5","Vprbp"
0.00043854451312072,0.864315890157228,0.219,0.123,1,"1","Elovl6"
0.00219062607899517,0.863837208722398,0.294,0.17,1,"4","Lsm14b"
0.0010651012573884,0.863157984266803,0.275,0.144,1,"4","Rbfox3"
0.0030055685419649,0.862713943986414,0.239,0.15,1,"2","Sh3bp1"
0.000877733633713323,0.861734719681294,0.227,0.129,1,"2","Dusp23"
0.000348542879270236,0.86148265671723,0.471,0.3,1,"4","Rrs1"
0.00685741069729864,0.861131995108595,0.228,0.153,1,"3","Pard6a"
0.00909016949129204,0.860307810946803,0.75,0.485,1,"6","Pofut2"
0.000215187040356714,0.859176209775065,0.344,0.214,1,"2","Dusp18"
0.00187252446548954,0.858508314351878,0.278,0.187,1,"3","Baiap2l1"
0.0018998623694704,0.857716524667717,0.8,0.616,1,"6","Taf6l"
0.000847209866071613,0.857492254412775,0.277,0.196,1,"0","Map4k4"
0.00135900899934788,0.856399144335517,0.245,0.151,1,"2","Ifi35"
0.00572765141348947,0.855588329024955,0.295,0.24,1,"0","Btg3"
0.000184813392549867,0.855303299802668,0.307,0.18,1,"2","AI413582"
0.000405851876906432,0.854927782259039,0.353,0.201,1,"4","Stmn1"
0.000428195342190188,0.854781417798947,0.245,0.132,1,"2","1700023F06Rik"
8.38489694062175e-05,0.854530396010277,0.2,0.094,1,"1","Khdrbs1"
0.00326581094804431,0.853491820406236,0.265,0.18,1,"3","Zfp704"
0.00213451993893505,0.852680445813677,0.335,0.289,1,"0","Dcun1d1"
0.00398285669054649,0.85124904008486,0.237,0.174,1,"0","Slc25a44"
0.00151653826973286,0.850839903458471,0.239,0.143,1,"2","Med22"
0.00710466128257083,0.850636967967333,0.221,0.142,1,"2","Klc2"
9.69687064703747e-05,0.849960967084247,0.294,0.168,1,"2","Pdcl"
0.00440121306992095,0.849444815551975,0.202,0.123,1,"2","Atxn7l3"
0.000814201442158433,0.848467765197229,0.281,0.207,1,"0","Rps6kb2"
0.00136724949530185,0.847686792892527,0.202,0.11,1,"2","Jade3"
0.000168271722407541,0.846962035978626,0.42,0.322,1,"3","Denr"
0.00473040328323423,0.846856029763294,0.272,0.219,1,"0","Zfp513"
0.00120444878897277,0.846670904844672,0.353,0.299,1,"0","Kdm7a"
0.000190637402191848,0.845817098808991,0.352,0.226,1,"3","Fam98c"
0.000365972920816416,0.845711127595274,0.247,0.108,1,"5","Trim25"
0.0008724876870257,0.84538474179418,0.239,0.136,1,"2","Fem1a"
0.00567507987840883,0.845347729445252,0.254,0.199,1,"0","4833420G17Rik"
0.000336011783943109,0.84199263462431,0.407,0.307,1,"3","Mapk8ip1"
0.00279823462695558,0.84142381207061,0.241,0.172,1,"0","Tmed8"
0.000821541177890022,0.841192436482764,0.422,0.266,1,"4","Rorc"
0.000156787944305082,0.84109796629099,0.219,0.113,1,"1","Cd1d1"
8.10040304831613e-05,0.84074259163113,0.446,0.391,1,"0","Rbfox2"
0.000166088815657154,0.840680253721887,0.529,0.374,1,"4","Psmd10"
0.00051347686311186,0.840335635008851,0.29,0.184,1,"3","Nub1"
9.82611190039242e-05,0.840214283989708,0.233,0.12,1,"1","Pkd2"
0.000579697148736738,0.840048932579608,0.393,0.34,1,"0","Ehmt2"
0.00514339629520115,0.839344597403619,0.294,0.179,1,"4","Znrf1"
0.000210831051386563,0.837272102268273,0.95,0.862,1,"6","Ergic3"
